,movie,year,imdb,metascore,votes,n_imdb
532,Johnny English,2003,6.1,51,120150,61.0
533,Good Bye Lenin!,2003,7.7,68,119802,77.0
534,The Recruit,2003,6.6,56,117736,66.0
535,Bad Santa,2003,7.1,70,117224,71.0
536,Scary Movie 3,2003,5.5,49,117169,55.0
537,Dogville,2003,8.0,60,113881,80.0
538,The Texas Chainsaw Massacre,2003,6.2,38,113439,62.0
539,Monster,2003,7.3,74,112135,73.0
540,Matchstick Men,2003,7.3,61,110483,73.0
541,Lara Croft Tomb Raider: The Cradle of Life,2003,5.5,43,108622,55.0
542,Charlie's Angels: Full Throttle,2003,4.8,48,104796,48.0
543,Freaky Friday,2003,6.1,70,103257,61.0
544,Tears of the Sun,2003,6.6,48,98378,66.0
545,Something's Gotta Give,2003,6.7,66,95437,67.0
546,Freddy vs. Jason,2003,5.8,37,93629,58.0
547,Gothika,2003,5.8,38,93317,58.0
548,The Life of David Gale,2003,7.6,31,93137,76.0
549,Paycheck,2003,6.3,43,92816,63.0
550,Wrong Turn,2003,6.1,32,92236,61.0
551,The Dreamers,2003,7.2,62,87790,72.0
552,The Rundown,2003,6.7,59,86319,67.0
553,Shanghai Knights,2003,6.2,58,86179,62.0
554,The Core,2003,5.4,48,80261,54.0
555,Intolerable Cruelty,2003,6.3,71,79870,63.0
556,Runaway Jury,2003,7.1,61,79781,71.0
557,Cheaper by the Dozen,2003,5.8,46,79539,58.0
558,Dreamcatcher,2003,5.5,35,79090,55.0
559,Memories of Murder,2003,8.1,82,77244,81.0
560,Brother Bear,2003,6.8,48,76125,68.0
561,Elephant,2003,7.2,70,74138,72.0
562,Thirteen,2003,6.8,70,71464,68.0
563,"Spring, Summer, Fall, Winter... and Spring",2003,8.1,85,65880,81.0
564,Mona Lisa Smile,2003,6.4,45,64858,64.0
565,House of 1000 Corpses,2003,6.0,31,63861,60.0
566,Ong-Bak: The Thai Warrior,2003,7.2,69,63291,72.0
567,Girl with a Pearl Earring,2003,7.0,72,63087,70.0
568,Holes,2003,7.1,71,61841,71.0
569,The Station Agent,2003,7.7,81,60317,77.0
570,Just Married,2003,5.4,28,59920,54.0
571,Seabiscuit,2003,7.3,72,59532,73.0
572,Love Me If You Dare,2003,7.7,45,58650,77.0
573,House of Sand and Fog,2003,7.6,71,58286,76.0
574,High Tension,2003,6.8,42,57831,68.0
575,Peter Pan,2003,6.9,64,56777,69.0
576,Open Range,2003,7.5,67,56714,75.0
577,Timeline,2003,5.6,28,54651,56.0
578,Daddy Day Care,2003,5.5,39,52512,55.0
579,Basic,2003,6.5,34,52113,65.0
580,What a Girl Wants,2003,5.8,41,50599,58.0
581,Kal Ho Naa Ho,2003,8.0,54,50187,80.0
582,Coffee and Cigarettes,2003,7.1,65,49977,71.0
583,"Legally Blonde 2: Red, White & Blonde",2003,4.7,47,49661,47.0
584,Out of Time,2003,6.5,63,48442,65.0
585,Duplex,2003,5.9,50,48341,59.0
586,Jeepers Creepers II,2003,5.6,36,47910,56.0
587,Stuck on You,2003,5.8,62,46064,58.0
588,A Tale of Two Sisters,2003,7.3,65,45649,73.0
589,Secondhand Lions,2003,7.6,52,45180,76.0
590,The Triplets of Belleville,2003,7.8,91,44375,78.0
591,Open Water,2003,5.7,63,44264,57.0
592,Bulletproof Monk,2003,5.5,40,43532,55.0
593,American Splendor,2003,7.5,90,43248,75.0
594,Spy Kids 3: Game Over,2003,4.2,57,43205,42.0
595,Gigli,2003,2.4,18,42631,24.0
596,The Blind Swordsman: Zatoichi,2003,7.6,75,42272,76.0
597,National Security,2003,5.6,31,40773,56.0
598,A Man Apart,2003,6.1,36,39975,61.0
599,11:14,2003,7.2,65,39543,72.0
600,Sinbad: Legend of the Seven Seas,2003,6.7,48,39031,67.0
601,The Cat in the Hat,2003,3.8,19,38678,38.0
602,Under the Tuscan Sun,2003,6.8,52,38444,68.0
603,Honey,2003,5.3,37,38435,53.0
604,The Hunted,2003,6.0,40,37431,60.0
605,Swimming Pool,2003,6.8,70,36541,68.0
606,Cradle 2 the Grave,2003,5.8,36,36447,58.0
607,Down with Love,2003,6.3,52,34463,63.0
608,The Haunted Mansion,2003,4.9,34,34078,49.0
609,Radio,2003,6.9,38,33548,69.0
610,The Return,2003,8.0,82,33518,80.0
611,House of the Dead,2003,2.0,15,32980,20.0
612,Hollywood Homicide,2003,5.3,47,32283,53.0
613,The Medallion,2003,5.2,38,32137,52.0
614,Dumb and Dumberer: When Harry Met Lloyd,2003,3.4,19,31772,34.0
615,Evil,2003,7.8,61,31467,78.0
616,Confidence,2003,6.7,59,31149,67.0
617,Bringing Down the House,2003,5.6,39,31068,56.0
618,Uptown Girls,2003,6.1,33,30470,61.0
619,Shattered Glass,2003,7.2,73,29924,72.0
620,The Lizzie McGuire Movie,2003,5.4,56,29543,54.0
621,The Cooler,2003,7.0,69,29393,70.0
622,The Missing,2003,6.5,55,28795,65.0
623,Touching the Void,2003,8.1,82,28531,81.0
624,Agent Cody Banks,2003,5.0,41,28239,50.0
625,Darkness Falls,2003,5.0,23,26961,50.0
626,The Human Stain,2003,6.3,57,26370,63.0
627,Anything Else,2003,6.4,43,26295,64.0
628,Looney Tunes: Back in Action,2003,5.7,64,26285,57.0
629,The Barbarian Invasions,2003,7.7,70,25663,77.0
630,Kangaroo Jack,2003,4.4,16,24637,44.0
631,From Justin to Kelly,2003,2.1,14,23913,21.0
632,Beyond Borders,2003,6.5,32,23412,65.0
633,A Mighty Wind,2003,7.3,81,23092,73.0
634,Ned Kelly,2003,6.5,56,22577,65.0
635,View from the Top,2003,5.2,27,22080,52.0
636,My Life Without Me,2003,7.6,57,21895,76.0
637,Tokyo Godfathers,2003,7.9,73,21731,79.0
638,Kontroll,2003,7.7,72,20784,77.0
639,The United States of Leland,2003,7.1,37,20714,71.0
640,Calendar Girls,2003,6.9,60,20364,69.0
641,Capturing the Friedmans,2003,7.8,90,20357,78.0
642,The Fog of War: Eleven Lessons from the Life of Robert S. McNamara,2003,8.2,87,20104,82.0
643,Wonderland,2003,6.6,43,19273,66.0
644,In the Cut,2003,5.3,46,19266,53.0
645,Cold Creek Manor,2003,4.9,37,18890,49.0
646,The Corporation,2003,8.1,73,18725,81.0
647,Code 46,2003,6.2,57,18621,62.0
648,Pieces of April,2003,7.1,70,18447,71.0
649,Saints and Soldiers,2003,6.8,56,18357,68.0
650,The Best of Youth,2003,8.5,89,17338,85.0
651,Veronica Guerin,2003,6.9,55,16834,69.0
652,Malibu's Most Wanted,2003,5.1,43,16622,51.0
653,Willard,2003,6.2,61,15697,62.0
654,De grønne slagtere,2003,7.3,54,15600,73.0
655,Head of State,2003,5.4,44,15556,54.0
656,The Order,2003,5.2,21,15457,52.0
657,Latter Days,2003,7.1,45,15095,71.0
658,Carandiru,2003,7.6,71,14915,76.0
659,One Missed Call,2003,6.2,54,14808,62.0
660,A Guy Thing,2003,5.6,27,14783,56.0
661,Eternal Sunshine of the Spotless Mind,2004,8.3,89,722171,83.0
662,Kill Bill: Vol. 2,2004,8.0,83,546406,80.0
663,Million Dollar Baby,2004,8.1,86,519488,81.0
664,The Incredibles,2004,8.0,90,512306,80.0
665,Spider-Man 2,2004,7.3,83,442363,73.0
666,The Notebook,2004,7.9,53,423904,79.0
667,Shaun of the Dead,2004,8.0,76,420411,80.0
668,Harry Potter and the Prisoner of Azkaban,2004,7.8,82,418206,78.0
669,"I, Robot",2004,7.1,59,415863,71.0
670,Troy,2004,7.2,56,407492,72.0
671,The Butterfly Effect,2004,7.7,30,381087,77.0
672,Crash,2004,7.8,69,375778,78.0
673,The Bourne Supremacy,2004,7.8,73,374796,78.0
674,The Day After Tomorrow,2004,6.4,47,352259,64.0
675,Shrek 2,2004,7.2,75,336885,72.0
676,The Terminal,2004,7.3,55,325470,73.0
677,Saw,2004,7.7,46,316921,77.0
678,Collateral,2004,7.6,71,307940,76.0
679,Ocean's Twelve,2004,6.5,58,301703,65.0
680,The Machinist,2004,7.7,61,299588,77.0
681,Hotel Rwanda,2004,8.1,79,282359,81.0
682,Anchorman: The Legend of Ron Burgundy,2004,7.2,63,282277,72.0
683,Man on Fire,2004,7.7,47,281351,77.0
684,The Aviator,2004,7.5,77,280318,75.0
685,50 First Dates,2004,6.8,48,280032,68.0
686,Downfall,2004,8.3,82,266860,83.0
687,Mean Girls,2004,7.0,66,265675,70.0
688,National Treasure,2004,6.9,39,265632,69.0
689,Hellboy,2004,6.8,72,257387,68.0
690,Howl's Moving Castle,2004,8.2,80,236416,82.0
691,Meet the Fockers,2004,6.3,41,221029,63.0
692,Van Helsing,2004,6.0,35,208398,60.0
693,The Village,2004,6.5,44,206520,65.0
694,Dawn of the Dead,2004,7.4,59,203746,74.0
695,Dodgeball: A True Underdog Story,2004,6.7,55,195694,67.0
696,Garden State,2004,7.5,67,192836,75.0
697,The Chronicles of Riddick,2004,6.7,38,191767,67.0
698,The Passion of the Christ,2004,7.2,47,187502,72.0
699,Finding Neverland,2004,7.7,67,180498,77.0
700,Before Sunset,2004,8.0,90,179987,80.0
701,The Girl Next Door,2004,6.8,47,178349,68.0
702,Closer,2004,7.3,65,175742,73.0
703,A Series of Unfortunate Events,2004,6.8,62,170460,68.0
704,EuroTrip,2004,6.6,45,169327,66.0
705,Napoleon Dynamite,2004,6.9,64,168906,69.0
706,Resident Evil: Apocalypse,2004,6.2,35,162967,62.0
707,Harold & Kumar Go to White Castle,2004,7.1,64,161629,71.0
708,Sideways,2004,7.5,94,156641,75.0
709,Secret Window,2004,6.6,46,155277,66.0
710,AVP: Alien vs. Predator,2004,5.6,29,154659,56.0
711,The Life Aquatic with Steve Zissou,2004,7.3,62,148990,73.0
712,Alexander,2004,5.5,39,144640,55.0
713,King Arthur,2004,6.3,46,142787,63.0
714,Team America: World Police,2004,7.2,64,141430,72.0
715,Blade: Trinity,2004,5.9,38,141429,59.0
716,Layer Cake,2004,7.4,73,140592,74.0
717,Shark Tale,2004,6.0,48,140217,60.0
718,The Polar Express,2004,6.6,61,132153,66.0
719,The Punisher,2004,6.5,33,130257,65.0
720,13 Going on 30,2004,6.1,57,129877,61.0
721,Starsky & Hutch,2004,6.1,55,124666,61.0
722,The Grudge,2004,5.9,49,121550,59.0
723,Ray,2004,7.7,73,116778,77.0
724,Fahrenheit 9/11,2004,7.5,67,116744,75.0
725,Along Came Polly,2004,5.9,44,110779,59.0
726,White Chicks,2004,5.5,41,105483,55.0
727,Kung Fu Hustle,2004,7.8,78,105246,78.0
728,The Phantom of the Opera,2004,7.3,40,101153,73.0
729,House of Flying Daggers,2004,7.6,89,96030,76.0
730,Catwoman,2004,3.3,27,92060,33.0
731,The Manchurian Candidate,2004,6.6,76,90435,66.0
732,Super Size Me,2004,7.3,73,89610,73.0
733,The Ladykillers,2004,6.2,56,87680,62.0
734,The Motorcycle Diaries,2004,7.8,75,86491,78.0
735,Bridget Jones: The Edge of Reason,2004,5.9,44,84442,59.0
736,Cellular,2004,6.5,60,82096,65.0
737,Primer,2004,6.9,68,79828,69.0
738,Sky Captain and the World of Tomorrow,2004,6.1,64,74816,61.0
739,Around the World in 80 Days,2004,5.8,49,72558,58.0
740,Hidalgo,2004,6.7,54,70173,67.0
741,Spanglish,2004,6.4,48,68545,64.0
742,Taking Lives,2004,6.2,38,68169,62.0
743,The Sea Inside,2004,8.0,74,67683,80.0
744,A Cinderella Story,2004,5.9,25,67317,59.0
745,A Very Long Engagement,2004,7.7,76,64793,77.0
746,Garfield,2004,5.0,27,63570,50.0
747,The SpongeBob SquarePants Movie,2004,7.0,66,62936,70.0
748,The Forgotten,2004,5.8,43,59121,58.0
749,Mysterious Skin,2004,7.7,73,59089,77.0
750,The Princess Diaries 2: Royal Engagement,2004,5.7,43,58506,57.0
751,District B13,2004,7.2,70,58294,72.0
752,I Heart Huckabees,2004,6.7,55,58213,67.0
753,Jersey Girl,2004,6.2,43,56649,62.0
754,Walking Tall,2004,6.2,44,56272,62.0
755,Wimbledon,2004,6.3,59,53598,63.0
756,The Stepford Wives,2004,5.2,42,51632,52.0
757,Mindhunters,2004,6.4,33,51356,64.0
758,Ella Enchanted,2004,6.3,53,50896,63.0
759,In Good Company,2004,6.5,66,50033,65.0
760,Ladder 49,2004,6.5,47,50012,65.0
761,Friday Night Lights,2004,7.3,70,49727,73.0
762,Nochnoy dozor,2004,6.5,58,48474,65.0
763,Bad Education,2004,7.5,81,47673,75.0
764,The Whole Ten Yards,2004,5.5,24,47640,55.0
765,The Chorus,2004,7.9,56,47036,79.0
766,Flight of the Phoenix,2004,6.1,47,46999,61.0
767,Wicker Park,2004,7.0,40,46803,70.0
768,Alfie,2004,6.2,49,45190,62.0
769,Kinsey,2004,7.1,79,43768,71.0
770,2046,2004,7.5,78,43516,75.0
771,Head-On,2004,8.0,78,42972,80.0
772,Dead Man's Shoes,2004,7.7,52,42095,77.0
773,Saved!,2004,6.9,62,41362,69.0
774,3-Iron,2004,8.1,72,41044,81.0
775,After the Sunset,2004,6.3,38,39708,63.0
776,Veer-Zaara,2004,7.9,67,39109,79.0
777,Without a Paddle,2004,5.9,29,38879,59.0
778,Miracle,2004,7.5,68,38686,75.0
779,Shall We Dance,2004,6.1,47,37410,61.0
780,Scooby-Doo 2: Monsters Unleashed,2004,5.0,34,36011,50.0
781,Taxi,2004,4.4,27,34670,44.0
782,The Prince and Me,2004,5.9,47,33510,59.0
783,Tae Guk Gi: The Brotherhood of War,2004,8.1,64,33323,81.0
784,The Libertine,2004,6.4,44,32182,64.0
785,Raising Helen,2004,6.0,38,32070,60.0
786,Chasing Liberty,2004,6.1,46,31540,61.0
787,Maria Full of Grace,2004,7.5,87,31348,75.0
788,The Merchant of Venice,2004,7.1,63,30873,71.0
789,Birth,2004,6.1,50,30837,61.0
790,Christmas with the Kranks,2004,5.2,22,30657,52.0
791,Seed of Chucky,2004,4.9,46,30292,49.0
792,Ghost in the Shell 2: Innocence,2004,7.6,66,30245,76.0
793,Exorcist: The Beginning,2004,5.1,30,29638,51.0
794,The Woodsman,2004,7.2,72,28611,72.0
795,Melinda and Melinda,2004,6.5,54,28185,65.0
796,The Edukators,2004,7.5,68,27956,75.0
797,The Final Cut,2004,6.2,43,27837,62.0
798,Mean Creek,2004,7.3,74,27474,73.0
799,Spartan,2004,6.6,60,27197,66.0
800,Envy,2004,4.8,31,27161,48.0
801,Superbabies: Baby Geniuses 2,2004,2.0,9,26469,20.0
802,Club Dread,2004,5.7,45,24686,57.0
803,Torque,2004,4.0,41,24466,40.0
804,Confessions of a Teenage Drama Queen,2004,4.6,33,24327,46.0
805,You Got Served,2004,3.5,37,24053,35.0
806,The Assassination of Richard Nixon,2004,7.0,63,23771,70.0
807,Win a Date with Tad Hamilton!,2004,5.6,52,23702,56.0
808,Raise Your Voice,2004,5.9,33,23681,59.0
809,Anacondas: The Hunt for the Blood Orchid,2004,4.6,40,23600,46.0
810,Dirty Dancing: Havana Nights,2004,6.0,39,23205,60.0
811,Godsend,2004,4.8,24,23008,48.0
812,A Love Song for Bobby Long,2004,7.2,48,22839,72.0
813,Millions,2004,7.0,74,22587,70.0
814,Vera Drake,2004,7.7,83,21037,77.0
815,The Perfect Score,2004,5.7,35,20598,57.0
816,Laws of Attraction,2004,5.9,38,19572,59.0
817,Dear Frankie,2004,7.8,63,19403,78.0
818,Soul Plane,2004,4.4,33,19000,44.0
819,9 Songs,2004,4.9,43,18772,49.0
820,Surviving Christmas,2004,5.3,19,18646,53.0
821,New York Minute,2004,4.9,33,18601,49.0
822,Nobody Knows,2004,8.1,88,18294,81.0
823,First Daughter,2004,5.0,31,18057,50.0
824,Bride & Prejudice,2004,6.2,55,18041,62.0
825,Vanity Fair,2004,6.2,53,17942,62.0
826,Twisted,2004,5.2,26,17783,52.0
827,Batman Begins,2005,8.3,70,1056282,83.0
828,V for Vendetta,2005,8.2,62,852341,82.0
829,Sin City,2005,8.0,74,685823,80.0
830,Star Wars: Episode III - Revenge of the Sith,2005,7.6,68,561777,76.0
831,Harry Potter and the Goblet of Fire,2005,7.7,81,420302,77.0
832,Mr. & Mrs. Smith,2005,6.5,55,373018,65.0
833,War of the Worlds,2005,6.5,73,353240,65.0
834,Charlie and the Chocolate Factory,2005,6.7,72,344718,67.0
835,King Kong,2005,7.2,81,336324,72.0
836,The 40-Year-Old Virgin,2005,7.1,73,330267,71.0
837,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,6.9,75,305862,69.0
838,Wedding Crashers,2005,7.0,64,292082,70.0
839,Madagascar,2005,6.9,57,288693,69.0
840,Fantastic Four,2005,5.7,40,277618,57.0
841,Brokeback Mountain,2005,7.7,87,273336,77.0
842,The Island,2005,6.9,50,273288,69.0
843,Lord of War,2005,7.6,62,258921,76.0
844,Hitch,2005,6.6,58,256676,66.0
845,Serenity,2005,7.9,74,252656,79.0
846,Constantine,2005,6.9,50,250036,69.0
847,Kingdom of Heaven,2005,7.2,63,229711,72.0
848,Pride & Prejudice,2005,7.8,82,206308,78.0
849,Corpse Bride,2005,7.4,83,202242,74.0
850,Saw II,2005,6.6,40,197910,66.0
851,Thank You for Smoking,2005,7.6,71,197322,76.0
852,Walk the Line,2005,7.9,72,196880,79.0
853,A History of Violence,2005,7.5,81,196505,75.0
854,Kiss Kiss Bang Bang,2005,7.6,72,185621,76.0
855,Munich,2005,7.6,74,184117,76.0
856,Match Point,2005,7.7,72,176634,77.0
857,Transporter 2,2005,6.3,56,165449,63.0
858,The Descent,2005,7.2,71,165068,72.0
859,The Hitchhiker's Guide to the Galaxy,2005,6.8,63,163332,68.0
860,Cinderella Man,2005,8.0,69,155324,80.0
861,Jarhead,2005,7.0,58,150452,70.0
862,Hostel,2005,5.9,55,145720,59.0
863,The Longest Yard,2005,6.4,48,137661,64.0
864,Hard Candy,2005,7.1,58,137511,71.0
865,Flightplan,2005,6.2,53,132699,62.0
866,Green Street Hooligans,2005,7.5,55,124362,75.0
867,Memoirs of a Geisha,2005,7.4,54,123655,74.0
868,The Constant Gardener,2005,7.5,82,116477,75.0
869,Fun with Dick and Jane,2005,6.1,47,115775,61.0
870,Four Brothers,2005,6.9,49,115455,69.0
871,Syriana,2005,7.0,76,113766,70.0
872,Æon Flux,2005,5.5,36,113551,55.0
873,Robots,2005,6.3,64,109789,63.0
874,Capote,2005,7.4,88,106616,74.0
875,The Curse of the Were-Rabbit,2005,7.5,87,103977,75.0
876,The Brothers Grimm,2005,5.9,51,102697,59.0
877,The Exorcism of Emily Rose,2005,6.7,46,101985,67.0
878,House of Wax,2005,5.3,41,98977,53.0
879,Coach Carter,2005,7.2,57,98934,72.0
880,Red Eye,2005,6.5,71,97792,65.0
881,The Jacket,2005,7.1,44,97016,71.0
882,Hostage,2005,6.6,44,96768,66.0
883,The Skeleton Key,2005,6.5,47,92471,65.0
884,Doom,2005,5.2,34,91635,52.0
885,The Amityville Horror,2005,6.0,33,89713,60.0
886,Unleashed,2005,7.0,58,88718,70.0
887,The Interpreter,2005,6.4,62,88574,64.0
888,Brick,2005,7.4,72,88423,74.0
889,Just Friends,2005,6.2,47,87005,62.0
890,Just Like Heaven,2005,6.7,47,86362,67.0
891,"Good Night, and Good Luck.",2005,7.5,80,86327,75.0
892,Broken Flowers,2005,7.2,79,85442,72.0
893,Land of the Dead,2005,6.2,71,81570,62.0
894,Sahara,2005,6.0,41,80682,60.0
895,The Devil's Rejects,2005,6.9,53,79888,69.0
896,Waiting...,2005,6.8,30,78848,68.0
897,Revolver,2005,6.5,25,77776,65.0
898,The Ring Two,2005,5.4,44,77174,54.0
899,The Legend of Zorro,2005,5.9,47,76521,59.0
900,Elektra,2005,4.8,34,74748,48.0
901,The New World,2005,6.7,69,73910,67.0
902,Hide and Seek,2005,5.9,35,72968,59.0
903,Zathura: A Space Adventure,2005,6.1,67,72847,61.0
904,The Pacifier,2005,5.6,30,71702,56.0
905,The Weather Man,2005,6.6,61,71300,66.0
906,Chicken Little,2005,5.8,48,68849,58.0
907,The Dukes of Hazzard,2005,5.1,33,68340,51.0
908,Assault on Precinct 13,2005,6.3,54,67661,63.0
909,Into the Blue,2005,5.8,45,65913,58.0
910,Sky High,2005,6.2,62,65464,62.0
911,Derailed,2005,6.6,40,64571,66.0
912,Stay,2005,6.9,41,64450,69.0
913,The Squid and the Whale,2005,7.4,82,62781,74.0
914,Be Cool,2005,5.7,37,61166,57.0
915,Bewitched,2005,4.8,34,60857,48.0
916,Elizabethtown,2005,6.4,45,60556,64.0
917,A Lot Like Love,2005,6.6,48,60525,66.0
918,Domino,2005,6.0,36,59558,60.0
919,Wolf Creek,2005,6.3,54,58590,63.0
920,Caché,2005,7.3,83,57769,73.0
921,Lady Vengeance,2005,7.6,75,57601,76.0
922,xXx: State of the Union,2005,4.4,37,57503,44.0
923,Harsh Times,2005,6.9,56,56632,69.0
924,Miss Congeniality 2: Armed and Fabulous,2005,5.0,34,55197,50.0
925,Nanny McPhee,2005,6.6,59,54156,66.0
926,In Her Shoes,2005,6.5,60,53665,65.0
927,Goal! The Dream Begins,2005,6.7,53,53317,67.0
928,Everything Is Illuminated,2005,7.5,58,52301,75.0
929,Dark Water,2005,5.6,52,51977,56.0
930,The Family Stone,2005,6.3,56,51584,63.0
931,March of the Penguins,2005,7.6,79,49368,76.0
932,Hoodwinked!,2005,6.5,45,48214,65.0
933,The Sisterhood of the Traveling Pants,2005,6.5,66,47178,65.0
934,Stealth,2005,5.0,35,46767,50.0
935,Monster-in-Law,2005,5.5,31,46338,55.0
936,Casanova,2005,6.5,57,46096,65.0
937,The World's Fastest Indian,2005,7.8,68,46042,78.0
938,Lords of Dogtown,2005,7.1,56,45854,71.0
939,Cheaper by the Dozen 2,2005,5.5,34,45458,55.0
940,The Proposition,2005,7.4,73,44609,74.0
941,Grizzly Man,2005,7.8,87,44036,78.0
942,Son of the Mask,2005,2.2,20,43581,22.0
943,Rent,2005,7.0,53,43295,70.0
944,Rumor Has It...,2005,5.5,35,43187,55.0
945,White Noise,2005,5.5,30,43138,55.0
946,Deuce Bigalow: European Gigolo,2005,4.6,23,42837,46.0
947,The Matador,2005,6.8,65,41310,68.0
948,The Wedding Date,2005,6.1,32,40875,61.0
949,Alone in the Dark,2005,2.3,9,38576,23.0
950,Herbie Fully Loaded,2005,4.8,47,38376,48.0
951,Two for the Money,2005,6.2,50,38327,62.0
952,Proof,2005,6.8,64,37959,68.0
953,Get Rich or Die Tryin',2005,5.1,45,37929,51.0
954,Adam's Apples,2005,7.8,51,37872,78.0
955,Fever Pitch,2005,6.2,56,37522,62.0
956,Transamerica,2005,7.4,66,37304,74.0
957,The Producers,2005,6.4,52,36312,64.0
958,Prime,2005,6.2,58,36258,62.0
959,The Three Burials of Melquiades Estrada,2005,7.4,77,35220,74.0
960,Guess Who,2005,5.9,49,35143,59.0
961,Hustle & Flow,2005,7.4,68,34681,74.0
962,North Country,2005,7.3,68,34270,73.0
963,The Ringer,2005,5.8,46,32081,58.0
964,Me and You and Everyone We Know,2005,7.3,76,32061,73.0
965,The Protector,2005,7.1,52,31426,71.0
966,Kicking & Screaming,2005,5.6,45,31405,56.0
967,BloodRayne,2005,2.9,18,31312,29.0
968,The Fog,2005,3.6,27,30512,36.0
969,The Cave,2005,5.1,30,29924,51.0
970,Keeping Mum,2005,6.8,53,29472,68.0
971,C.R.A.Z.Y.,2005,8.0,81,28494,80.0
972,Tideland,2005,6.5,26,28047,65.0
973,Angel-A,2005,7.1,48,27318,71.0
974,Boogeyman,2005,4.1,32,27123,41.0
975,Cursed,2005,5.0,31,27076,50.0
976,Must Love Dogs,2005,5.9,46,27074,59.0
977,Oliver Twist,2005,6.9,65,26820,69.0
978,Feast,2005,6.4,43,26481,64.0
979,Tsotsi,2005,7.3,70,25703,73.0
980,An Unfinished Life,2005,7.0,49,25261,70.0
981,The Perfect Man,2005,5.5,27,24637,55.0
982,Imagine Me & You,2005,6.8,49,24584,68.0
983,Are We There Yet?,2005,4.6,27,24050,46.0
984,Cry_Wolf,2005,5.9,39,23714,59.0
985,The Greatest Game Ever Played,2005,7.5,55,23507,75.0
986,Sophie Scholl: The Final Days,2005,7.7,76,23301,77.0
987,Joyeux Noel,2005,7.8,70,23088,78.0
988,"Yours, Mine & Ours",2005,5.4,38,22946,54.0
989,An American Haunting,2005,5.0,38,22804,50.0
990,The Man,2005,5.5,33,22565,55.0
991,The Adventures of Sharkboy and Lavagirl 3-D,2005,3.5,38,22120,35.0
992,Shopgirl,2005,6.4,62,21718,64.0
993,The Ice Harvest,2005,6.3,62,21404,63.0
994,Ice Princess,2005,6.0,55,20939,60.0
995,Mirrormask,2005,6.9,55,20821,69.0
996,Man of the House,2005,5.4,35,20494,54.0
997,The Departed,2006,8.5,85,944360,85.0
998,The Prestige,2006,8.5,66,921046,85.0
999,300,2006,7.7,52,640314,77.0
1000,Pirates of the Caribbean: Dead Man's Chest,2006,7.3,53,558963,73.0
1001,Pan's Labyrinth,2006,8.2,98,502400,82.0
1002,Casino Royale,2006,8.0,80,497544,80.0
1003,Blood Diamond,2006,8.0,64,424214,80.0
1004,X-Men: The Last Stand,2006,6.7,58,409430,67.0
1005,Children of Men,2006,7.9,84,385498,79.0
1006,Little Miss Sunshine,2006,7.8,80,375945,78.0
1007,The Pursuit of Happyness,2006,8.0,64,363328,80.0
1008,The Da Vinci Code,2006,6.6,46,340039,66.0
1009,The Illusionist,2006,7.6,68,311562,76.0
1010,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,7.3,89,309446,73.0
1011,The Devil Wears Prada,2006,6.8,62,303866,68.0
1012,Inside Man,2006,7.6,76,286775,76.0
1013,Cars,2006,7.1,73,286597,71.0
1014,The Lives of Others,2006,8.5,89,280252,85.0
1015,Lucky Number Slevin,2006,7.8,53,273093,78.0
1016,Mission: Impossible III,2006,6.9,66,271983,69.0
1017,Click,2006,6.4,45,260201,64.0
1018,Deja Vu,2006,7.0,59,255049,70.0
1019,Babel,2006,7.5,69,254497,75.0
1020,Night at the Museum,2006,6.4,48,253275,64.0
1021,Apocalypto,2006,7.8,68,249205,78.0
1022,Superman Returns,2006,6.1,72,247750,61.0
1023,Ice Age: The Meltdown,2006,6.9,58,208233,69.0
1024,Crank,2006,7.0,57,205990,70.0
1025,Perfume: The Story of a Murderer,2006,7.5,56,200371,75.0
1026,The Fountain,2006,7.3,51,200135,73.0
1027,The Fast and the Furious: Tokyo Drift,2006,6.0,45,195307,60.0
1028,The Holiday,2006,6.9,52,195226,69.0
1029,Stranger Than Fiction,2006,7.6,67,194618,76.0
1030,Silent Hill,2006,6.6,31,186219,66.0
1031,Rocky Balboa,2006,7.2,63,172311,72.0
1032,Underworld: Evolution,2006,6.8,36,167753,68.0
1033,The Last King of Scotland,2006,7.7,74,153089,77.0
1034,Saw III,2006,6.2,48,149721,62.0
1035,Happy Feet,2006,6.5,77,142002,65.0
1036,Talladega Nights: The Ballad of Ricky Bobby,2006,6.6,66,138302,66.0
1037,Letters from Iwo Jima,2006,7.9,89,137563,79.0
1038,The Hills Have Eyes,2006,6.4,52,137297,64.0
1039,Over the Hedge,2006,6.8,67,134210,68.0
1040,Smokin' Aces,2006,6.7,45,124790,67.0
1041,She's the Man,2006,6.4,45,123597,64.0
1042,The Lake House,2006,6.8,52,119603,68.0
1043,Snakes on a Plane,2006,5.6,58,119299,56.0
1044,Clerks II,2006,7.4,65,118454,74.0
1045,Idiocracy,2006,6.6,66,116207,66.0
1046,16 Blocks,2006,6.6,63,115970,66.0
1047,Eragon,2006,5.1,38,111344,51.0
1048,Accepted,2006,6.5,47,109696,65.0
1049,Final Destination 3,2006,5.8,41,108882,58.0
1050,The Break-Up,2006,5.8,45,107061,58.0
1051,Flags of our Fathers,2006,7.1,79,105259,71.0
1052,This Is England,2006,7.7,86,103069,77.0
